,year,community_board,metric,value
8055,2024,Manhattan Community Board 6,Housing Units,102452.35
8056,2006,Manhattan Community Board 6,Occupied Housing,80187.94
8057,2007,Manhattan Community Board 6,Occupied Housing,80668.62
8058,2008,Manhattan Community Board 6,Occupied Housing,81152.17
8059,2009,Manhattan Community Board 6,Occupied Housing,81638.625
8060,2010,Manhattan Community Board 6,Occupied Housing,82128.0
8061,2011,Manhattan Community Board 6,Occupied Housing,82620.305
8062,2012,Manhattan Community Board 6,Occupied Housing,83115.56
8063,2013,Manhattan Community Board 6,Occupied Housing,83613.79
8064,2014,Manhattan Community Board 6,Occupied Housing,84115.0
8065,2015,Manhattan Community Board 6,Occupied Housing,84619.22
8066,2016,Manhattan Community Board 6,Occupied Housing,85126.45
8067,2017,Manhattan Community Board 6,Occupied Housing,85636.734
8068,2018,Manhattan Community Board 6,Occupied Housing,86150.07
8069,2019,Manhattan Community Board 6,Occupied Housing,86666.49
8070,2020,Manhattan Community Board 6,Occupied Housing,87186.0
8071,2021,Manhattan Community Board 6,Occupied Housing,87708.625
8072,2022,Manhattan Community Board 6,Occupied Housing,88234.38
8073,2023,Manhattan Community Board 6,Occupied Housing,88763.29
8074,2024,Manhattan Community Board 6,Occupied Housing,89295.375
8075,2006,Manhattan Community Board 6,Other Population,472.50876
8076,2007,Manhattan Community Board 6,Other Population,512.5094
8077,2008,Manhattan Community Board 6,Other Population,555.8963
8078,2009,Manhattan Community Board 6,Other Population,602.95624
8079,2010,Manhattan Community Board 6,Other Population,654.0
8080,2011,Manhattan Community Board 6,Other Population,709.3649
8081,2012,Manhattan Community Board 6,Other Population,769.4169
8082,2013,Manhattan Community Board 6,Other Population,834.5525
8083,2014,Manhattan Community Board 6,Other Population,905.2023
8084,2015,Manhattan Community Board 6,Other Population,981.833
8085,2016,Manhattan Community Board 6,Other Population,1064.9509
8086,2017,Manhattan Community Board 6,Other Population,1155.1052
8087,2018,Manhattan Community Board 6,Other Population,1252.8917
8088,2019,Manhattan Community Board 6,Other Population,1358.9563
8089,2020,Manhattan Community Board 6,Other Population,1474.0
8090,2021,Manhattan Community Board 6,Other Population,1598.7827
8091,2022,Manhattan Community Board 6,Other Population,1734.1292
8092,2023,Manhattan Community Board 6,Other Population,1880.9333
8093,2024,Manhattan Community Board 6,Other Population,2040.1654
8094,2006,Manhattan Community Board 6,Population,137900.48
8095,2007,Manhattan Community Board 6,Population,139095.98
8096,2008,Manhattan Community Board 6,Population,140301.83
8097,2009,Manhattan Community Board 6,Population,141518.14
8098,2010,Manhattan Community Board 6,Population,142745.0
8099,2011,Manhattan Community Board 6,Population,143982.48
8100,2012,Manhattan Community Board 6,Population,145230.7
8101,2013,Manhattan Community Board 6,Population,146489.75
8102,2014,Manhattan Community Board 6,Population,147759.7
8103,2015,Manhattan Community Board 6,Population,149040.67
8104,2016,Manhattan Community Board 6,Population,150332.73
8105,2017,Manhattan Community Board 6,Population,151636.0
8106,2018,Manhattan Community Board 6,Population,152950.58
8107,2019,Manhattan Community Board 6,Population,154276.55
8108,2020,Manhattan Community Board 6,Population,155614.0
8109,2021,Manhattan Community Board 6,Population,156963.06
8110,2022,Manhattan Community Board 6,Population,158323.81
8111,2023,Manhattan Community Board 6,Population,159696.36
8112,2024,Manhattan Community Board 6,Population,161080.8
8113,2006,Manhattan Community Board 6,Under 18 Population,9930.823
8114,2007,Manhattan Community Board 6,Under 18 Population,10191.891
8115,2008,Manhattan Community Board 6,Under 18 Population,10459.822
8116,2009,Manhattan Community Board 6,Under 18 Population,10734.797
8117,2010,Manhattan Community Board 6,Under 18 Population,11017.0
8118,2011,Manhattan Community Board 6,Under 18 Population,11306.622
8119,2012,Manhattan Community Board 6,Under 18 Population,11603.858
8120,2013,Manhattan Community Board 6,Under 18 Population,11908.908
8121,2014,Manhattan Community Board 6,Under 18 Population,12221.977
8122,2015,Manhattan Community Board 6,Under 18 Population,12543.276
8123,2016,Manhattan Community Board 6,Under 18 Population,12873.022
8124,2017,Manhattan Community Board 6,Under 18 Population,13211.437
8125,2018,Manhattan Community Board 6,Under 18 Population,13558.747
8126,2019,Manhattan Community Board 6,Under 18 Population,13915.188
8127,2020,Manhattan Community Board 6,Under 18 Population,14281.0
8128,2021,Manhattan Community Board 6,Under 18 Population,14656.429
8129,2022,Manhattan Community Board 6,Under 18 Population,15041.726
8130,2023,Manhattan Community Board 6,Under 18 Population,15437.152
8131,2024,Manhattan Community Board 6,Under 18 Population,15842.975
8132,2006,Manhattan Community Board 6,White Population,104503.47
8133,2007,Manhattan Community Board 6,White Population,104293.72
8134,2008,Manhattan Community Board 6,White Population,104084.4
8135,2009,Manhattan Community Board 6,White Population,103875.484
8136,2010,Manhattan Community Board 6,White Population,103667.0
8137,2011,Manhattan Community Board 6,White Population,103458.93
8138,2012,Manhattan Community Board 6,White Population,103251.28
8139,2013,Manhattan Community Board 6,White Population,103044.05
8140,2014,Manhattan Community Board 6,White Population,102837.23
8141,2015,Manhattan Community Board 6,White Population,102630.82
8142,2016,Manhattan Community Board 6,White Population,102424.83
8143,2017,Manhattan Community Board 6,White Population,102219.26
8144,2018,Manhattan Community Board 6,White Population,102014.09
8145,2019,Manhattan Community Board 6,White Population,101809.34
8146,2020,Manhattan Community Board 6,White Population,101605.0
8147,2021,Manhattan Community Board 6,White Population,101401.07
8148,2022,Manhattan Community Board 6,White Population,101197.55
8149,2023,Manhattan Community Board 6,White Population,100994.44
8150,2024,Manhattan Community Board 6,White Population,100791.73
8151,2006,Manhattan Community Board 7,Asian Population,13798.906
8152,2007,Manhattan Community Board 7,Asian Population,14304.013
8153,2008,Manhattan Community Board 7,Asian Population,14827.608
8154,2009,Manhattan Community Board 7,Asian Population,15370.37
8155,2010,Manhattan Community Board 7,Asian Population,15933.0
8156,2011,Manhattan Community Board 7,Asian Population,16516.225
8157,2012,Manhattan Community Board 7,Asian Population,17120.799
8158,2013,Manhattan Community Board 7,Asian Population,17747.502
8159,2014,Manhattan Community Board 7,Asian Population,18397.146
8160,2015,Manhattan Community Board 7,Asian Population,19070.57
8161,2016,Manhattan Community Board 7,Asian Population,19768.645
8162,2017,Manhattan Community Board 7,Asian Population,20492.273
8163,2018,Manhattan Community Board 7,Asian Population,21242.389
8164,2019,Manhattan Community Board 7,Asian Population,22019.963
8165,2020,Manhattan Community Board 7,Asian Population,22826.0
8166,2021,Manhattan Community Board 7,Asian Population,23661.541
8167,2022,Manhattan Community Board 7,Asian Population,24527.668
8168,2023,Manhattan Community Board 7,Asian Population,25425.5
8169,2024,Manhattan Community Board 7,Asian Population,26356.195
8170,2006,Manhattan Community Board 7,Average Household Size,1.8465255
8171,2007,Manhattan Community Board 7,Average Household Size,1.8523664
8172,2008,Manhattan Community Board 7,Average Household Size,1.8582257
8173,2009,Manhattan Community Board 7,Average Household Size,1.8641036
8174,2010,Manhattan Community Board 7,Average Household Size,1.87
8175,2011,Manhattan Community Board 7,Average Household Size,1.875915
8176,2012,Manhattan Community Board 7,Average Household Size,1.8818489
8177,2013,Manhattan Community Board 7,Average Household Size,1.8878014
8178,2014,Manhattan Community Board 7,Average Household Size,1.8937728
8179,2015,Manhattan Community Board 7,Average Household Size,1.8997631
8180,2016,Manhattan Community Board 7,Average Household Size,1.9057723
8181,2017,Manhattan Community Board 7,Average Household Size,1.9118006
8182,2018,Manhattan Community Board 7,Average Household Size,1.917848
8183,2019,Manhattan Community Board 7,Average Household Size,1.9239143
8184,2020,Manhattan Community Board 7,Average Household Size,1.93
8185,2021,Manhattan Community Board 7,Average Household Size,1.9361049
8186,2022,Manhattan Community Board 7,Average Household Size,1.942229
8187,2023,Manhattan Community Board 7,Average Household Size,1.9483726
8188,2024,Manhattan Community Board 7,Average Household Size,1.9545356
8189,2006,Manhattan Community Board 7,Black Population,16203.801
8190,2007,Manhattan Community Board 7,Black Population,16110.549
8191,2008,Manhattan Community Board 7,Black Population,16017.833
8192,2009,Manhattan Community Board 7,Black Population,15925.651
8193,2010,Manhattan Community Board 7,Black Population,15834.0
8194,2011,Manhattan Community Board 7,Black Population,15742.876
8195,2012,Manhattan Community Board 7,Black Population,15652.276
8196,2013,Manhattan Community Board 7,Black Population,15562.198
8197,2014,Manhattan Community Board 7,Black Population,15472.639
8198,2015,Manhattan Community Board 7,Black Population,15383.594
8199,2016,Manhattan Community Board 7,Black Population,15295.0625
8200,2017,Manhattan Community Board 7,Black Population,15207.04
8201,2018,Manhattan Community Board 7,Black Population,15119.523
8202,2019,Manhattan Community Board 7,Black Population,15032.512
8203,2020,Manhattan Community Board 7,Black Population,14946.0
8204,2021,Manhattan Community Board 7,Black Population,14859.986
8205,2022,Manhattan Community Board 7,Black Population,14774.468
8206,2023,Manhattan Community Board 7,Black Population,14689.441
8207,2024,Manhattan Community Board 7,Black Population,14604.904
8208,2006,Manhattan Community Board 7,Hispanic Population,30767.482
8209,2007,Manhattan Community Board 7,Hispanic Population,30911.35
8210,2008,Manhattan Community Board 7,Hispanic Population,31055.889
8211,2009,Manhattan Community Board 7,Hispanic Population,31201.105
8212,2010,Manhattan Community Board 7,Hispanic Population,31347.0
8213,2011,Manhattan Community Board 7,Hispanic Population,31493.576
8214,2012,Manhattan Community Board 7,Hispanic Population,31640.84
8215,2013,Manhattan Community Board 7,Hispanic Population,31788.791
8216,2014,Manhattan Community Board 7,Hispanic Population,31937.434
8217,2015,Manhattan Community Board 7,Hispanic Population,32086.771
8218,2016,Manhattan Community Board 7,Hispanic Population,32236.807
8219,2017,Manhattan Community Board 7,Hispanic Population,32387.545
8220,2018,Manhattan Community Board 7,Hispanic Population,32538.986
8221,2019,Manhattan Community Board 7,Hispanic Population,32691.139
8222,2020,Manhattan Community Board 7,Hispanic Population,32844.0
8223,2021,Manhattan Community Board 7,Hispanic Population,32997.58
8224,2022,Manhattan Community Board 7,Hispanic Population,33151.87
8225,2023,Manhattan Community Board 7,Hispanic Population,33306.887
8226,2024,Manhattan Community Board 7,Hispanic Population,33462.63
8227,2006,Manhattan Community Board 7,Household Population,199359.55
8228,2007,Manhattan Community Board 7,Household Population,200361.33
8229,2008,Manhattan Community Board 7,Household Population,201368.16
8230,2009,Manhattan Community Board 7,Household Population,202380.03
8231,2010,Manhattan Community Board 7,Household Population,203397.0
8232,2011,Manhattan Community Board 7,Household Population,204419.08
8233,2012,Manhattan Community Board 7,Household Population,205446.28
8234,2013,Manhattan Community Board 7,Household Population,206478.66
8235,2014,Manhattan Community Board 7,Household Population,207516.22
8236,2015,Manhattan Community Board 7,Household Population,208559.0
8237,2016,Manhattan Community Board 7,Household Population,209607.02
8238,2017,Manhattan Community Board 7,Household Population,210660.3
8239,2018,Manhattan Community Board 7,Household Population,211718.86
8240,2019,Manhattan Community Board 7,Household Population,212782.77
8241,2020,Manhattan Community Board 7,Household Population,213852.0
8242,2021,Manhattan Community Board 7,Household Population,214926.61
8243,2022,Manhattan Community Board 7,Household Population,216006.62
8244,2023,Manhattan Community Board 7,Household Population,217092.06
8245,2024,Manhattan Community Board 7,Household Population,218182.95
8246,2006,Manhattan Community Board 7,Housing Units,118485.51
8247,2007,Manhattan Community Board 7,Housing Units,119033.81
8248,2008,Manhattan Community Board 7,Housing Units,119584.66
8249,2009,Manhattan Community Board 7,Housing Units,120138.05
8250,2010,Manhattan Community Board 7,Housing Units,120694.0
8251,2011,Manhattan Community Board 7,Housing Units,121252.52
8252,2012,Manhattan Community Board 7,Housing Units,121813.63
8253,2013,Manhattan Community Board 7,Housing Units,122377.336
8254,2014,Manhattan Community Board 7,Housing Units,122943.66
8255,2015,Manhattan Community Board 7,Housing Units,123512.586
8256,2016,Manhattan Community Board 7,Housing Units,124084.16
8257,2017,Manhattan Community Board 7,Housing Units,124658.37
8258,2018,Manhattan Community Board 7,Housing Units,125235.24
8259,2019,Manhattan Community Board 7,Housing Units,125814.78
8260,2020,Manhattan Community Board 7,Housing Units,126397.0
8261,2021,Manhattan Community Board 7,Housing Units,126981.914
8262,2022,Manhattan Community Board 7,Housing Units,127569.54
8263,2023,Manhattan Community Board 7,Housing Units,128159.88
8264,2024,Manhattan Community Board 7,Housing Units,128752.95
8265,2006,Manhattan Community Board 7,Occupied Housing,108380.63
